season,winslot,Aslot,Bslot,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,daynum,Aregion,Bregion,winner,teamA,teamB,Aminscore,Bminscore,Amaxscore,Bmaxscore,Aqvgscore,Bqvgscore,Astdscore,Bstdscore,Agamescore,Bgamescore
M,R1X7,X07,X10,07,10,Gonzaga,Davidson,25,25,7,6,137,Midwest,Midwest,B,607,568,47.0,59.0,101.0,98.0,76.5,77.322580645161295,11.781871667948179,10.033450815933392,76,82
P,R1Z7,Z07,Z10,07,10,Texas A&M,Florida St,23,21,8,10,137,Southwest,Southwest,B,794,595,48.0,44.0,91.0,97.0,68.612903225806448,69.322580645161295,11.842181085492761,13.27716229100032,50,57
J,R1Y5,Y05,Y12,05,12,Michigan St,Old Dominion,22,27,6,5,137,Austin,Austin,A,671,723,59.0,51.0,104.0,88.0,78.071428571428569,70.3125,12.392188125210666,9.2345732846732016,89,81
J,R2Z1,R1Z1,R1Z8,01,09,North Carolina,Iowa St,27,18,4,11,139,Syracuse,Syracuse,A,708,629,66.0,51.0,110.0,92.0,88.774193548387103,68.379310344827587,12.023390315223759,10.736382852979633,92,65
M,R3W1,R2W1,R2W4,01,04,North Carolina,Washington St,32,24,2,8,143,East,East,A,708,841,66.0,51.0,110.0,86.0,88.705882352941174,67.0625,11.213252169707649,7.6073052883396235,68,47
D,R1X5,X05,X12,05,12,Charlotte,Rhode Island,22,20,10,12,137,Midwest,Midwest,A,546,741,43.0,53.0,92.0,94.0,68.21875,72.03125,10.331185722728055,9.5736760670862466,81,70
I,R1Y2,Y02,Y15,02,15,Oklahoma St,E Washington,26,16,3,12,137,EastRutherford,EastRutherford,A,722,582,57.0,49.0,96.0,100.0,78.206896551724142,70.25,10.158669850291892,12.342218485461078,75,56
M,R1Y7,Y07,Y10,07,10,Miami FL,St Mary's CA,21,24,10,6,137,South,South,A,668,781,49.0,54.0,96.0,100.0,73.806451612903231,75.833333333333329,11.732005726928833,13.168354322220964,78,64
G,R1W5,W05,W12,05,12,Marquette,Tulsa,26,25,6,6,136,East,East,B,660,802,46.0,59.0,102.0,104.0,73.25,80.161290322580641,12.280574090815136,9.284384302874086,69,71
J,R3W2,R2W2,R2W3,07,06,West Virginia,Texas Tech,21,20,10,10,143,Albuquerque,Albuquerque,A,843,796,46.0,53.0,96.0,119.0,70.225806451612897,77.533333333333331,11.647261002732138,15.217825804700954,65,60
B,R2X4,R1X4,R1X5,04,12,Arizona,Col Charleston,19,25,9,2,138,Southeast,Southeast,A,511,554,62.0,49.0,118.0,97.0,85.107142857142861,80.296296296296291,13.294304058812678,10.543788112631074,73,69
L,R1X7,X07,X10,07,10,Nevada,Creighton,27,22,4,10,137,South,South,A,699,562,49.0,52.0,95.0,82.0,77.677419354838705,67.15625,9.0567639908209951,8.8498212376013559,77,71
E,R5YZ,R4Y1,R4Z1,05,08,Florida,North Carolina,24,18,7,13,152,East,South,A,592,708,60.0,52.0,131.0,102.0,84.806451612903231,76.741935483870961,14.085955839952005,10.025669447314,71,59
F,R1W2,W02,W15,02,15,Kentucky,Holy Cross,22,22,9,7,136,East,East,A,640,616,45.0,46.0,103.0,87.0,79.774193548387103,67.793103448275858,13.458921198725651,9.9702291688282489,72,68
D,R1Z1,Z01,Z16,01,16,Connecticut,UT San Antonio,28,16,2,10,136,West,West,A,559,820,42.0,60.0,111.0,99.0,77.533333333333331,77.34615384615384,15.734745699318506,10.340146955109219,91,66
B,R2Y2,R1Y2,R1Y7,02,07,UCLA,Xavier,21,22,7,5,138,Midwest,Midwest,A,810,853,61.0,62.0,96.0,113.0,78.821428571428569,83.333333333333329,10.014466576724219,12.174654911833116,96,83
P,R2Z2,R1Z2,R1Z7,02,10,Notre Dame,Florida St,26,21,6,10,139,Southwest,Southwest,B,717,595,54.0,44.0,102.0,97.0,76.0,69.322580645161295,14.433035023861059,13.27716229100032,57,71
P,R1Z4,Z04,Z13,04,13,Louisville,Morehead St,25,22,9,9,136,Southwest,Southwest,B,651,682,46.0,40.0,114.0,85.0,75.352941176470594,68.870967741935488,15.612744328500613,11.872282535884271,61,62
R,R1Z2,Z02,Z15,02,15,Ohio St,Iona,26,20,7,13,137,West,West,A,720,627,49.0,60.0,91.0,104.0,69.303030303030297,80.696969696969703,10.737882101670923,11.720184217408478,95,70
F,R1Z1,Z01,Z16,01,16,Michigan St,Alabama St,24,22,4,8,137,South,South,A,671,506,46.0,53.0,103.0,91.0,78.428571428571431,70.0,15.367936406289395,9.2231592562780058,69,35
G,R3X2,R2X2,R2X3,02,06,Oregon,Texas,22,20,8,11,144,Midwest,Midwest,A,725,793,58.0,51.0,115.0,104.0,86.400000000000006,79.0,12.87529934927081,12.310499059614692,72,70
H,X16,X16a,X16b,16,16,TX Southern,UNC Asheville,18,13,12,16,134,South,South,B,804,814,54.0,50.0,104.0,99.0,72.799999999999997,71.206896551724142,11.90070025950854,11.436117349160998,84,92
D,R1Y6,Y06,Y11,06,11,Indiana,G Washington,22,20,10,8,136,South,South,A,625,599,52.0,56.0,106.0,109.0,74.875,79.178571428571431,13.527171729522768,13.277407157134503,108,88
B,R4Z1,R3Z1,R3Z2,01,02,Kentucky,Utah,29,25,4,3,145,West,West,A,640,821,58.0,56.0,105.0,94.0,83.090909090909093,74.285714285714292,10.419572597422011,10.137825713834385,72,59
P,R5WX,R4W1,R4X1,04,03,Kentucky,Connecticut,25,26,8,9,152,East,West,B,640,559,64.0,56.0,91.0,97.0,76.424242424242422,73.400000000000006,7.9849491109753998,9.8247500876976126,55,56
N,R1X5,X05,X12,05,12,Illinois,W Kentucky,24,23,9,8,136,South,South,B,623,835,33.0,40.0,89.0,99.0,64.606060606060609,72.096774193548384,11.517942245561247,10.11659396561612,72,76
H,R1Z5,Z05,Z12,05,12,Notre Dame,WI Milwaukee,22,23,9,7,136,West,West,A,717,845,55.0,61.0,102.0,100.0,80.096774193548384,77.099999999999994,12.614264426177517,9.7548278645328583,70,69
M,R5YZ,R4Y1,R4Z1,01,01,Memphis,UCLA,33,30,1,3,152,South,West,A,666,810,56.0,56.0,104.0,89.0,79.67647058823529,74.030303030303031,12.18176213524641,8.7680026006578231,78,63
N,R6CH,R5WX,R5YZ,01,02,North Carolina,Michigan St,27,26,4,6,154,South,Midwest,A,708,671,69.0,54.0,116.0,118.0,89.387096774193552,71.90625,11.412153734576243,12.802244371105404,89,72
A,R2Y4,R1Y4,R1Y5,13,05,Princeton,Mississippi St,20,22,6,7,138,Southeast,Southeast,B,736,675,35.0,53.0,88.0,123.0,59.807692307692307,74.517241379310349,10.644678088022818,15.471042337564125,41,63
A,R2Z1,R1Z1,R1Z8,01,08,Purdue,Georgia,25,19,5,9,138,West,West,B,738,604,50.0,62.0,88.0,103.0,73.200000000000003,79.214285714285708,9.2318289989940059,10.143108648793252,69,76
D,R1Y1,Y01,Y16,01,16,Auburn,Winthrop,27,19,3,7,136,South,South,A,518,848,57.0,51.0,114.0,86.0,81.833333333333329,69.884615384615387,12.479538809142303,11.41634093029314,80,41
R,R6CH,R5WX,R5YZ,04,01,Michigan,Louisville,25,29,7,5,154,South,Midwest,B,670,651,52.0,51.0,95.0,101.0,74.375,73.558823529411768,11.09264959331178,10.806292220604318,76,82
K,R2W2,R1W2,R1W7,02,10,Texas,NC State,27,21,6,9,139,Atlanta,Atlanta,A,793,695,43.0,42.0,110.0,94.0,76.121212121212125,75.700000000000003,12.194776765031165,11.742089535796715,75,54
A,R3X1,R2X1,R2X4,01,04,Kentucky,Utah,28,23,2,6,143,Midwest,Midwest,A,640,821,61.0,56.0,129.0,108.0,91.900000000000006,76.41379310344827,15.159925241680227,11.439547981723724,101,70
M,R2Z1,R1Z1,R1Z8,01,09,UCLA,Texas A&M,30,23,3,10,138,West,West,A,810,794,56.0,37.0,89.0,110.0,74.030303030303031,71.121212121212125,8.7680026006578231,15.768702365392592,51,49
L,R2Y4,R1Y4,R1Y5,04,05,Maryland,Butler,24,25,8,6,138,Midwest,Midwest,B,662,535,58.0,55.0,102.0,92.0,79.5,68.290322580645167,11.784523749392676,8.2782012554040971,59,62
J,R2X2,R1X2,R1X7,02,07,Oklahoma St,S Illinois,23,25,6,7,139,Chicago,Chicago,A,722,749,57.0,51.0,104.0,89.0,78.103448275862064,66.875,9.2934712997377211,8.9573642886733147,85,77
G,R1W2,W02,W15,02,15,Connecticut,Hampton,24,25,6,6,137,East,East,A,559,610,46.0,58.0,110.0,97.0,77.933333333333337,79.774193548387103,13.343995736743258,9.0934562697733892,78,67
F,R2Y2,R1Y2,R1Y7,02,10,Arizona,Butler,22,23,7,7,139,Midwest,Midwest,A,511,535,65.0,48.0,105.0,90.0,81.034482758620683,69.900000000000006,10.974838805259369,10.150041050820107,73,52
J,R1Z6,Z06,Z11,06,11,Wisconsin,Northern Iowa,22,20,8,10,137,Syracuse,Syracuse,A,849,714,43.0,57.0,89.0,99.0,67.166666666666671,72.5,9.6058431291699851,9.1751475919100791,57,52
K,R2Y1,R1Y1,R1Y8,01,08,Villanova,Arizona,25,19,4,12,139,Minneapolis,Minneapolis,A,829,511,49.0,59.0,98.0,96.0,75.41379310344827,72.935483870967744,11.496677905105697,8.5607336280099204,82,78
L,R1Z5,Z05,Z12,05,12,Virginia Tech,Illinois,20,23,11,11,137,West,West,A,831,623,56.0,41.0,94.0,87.0,72.032258064516128,64.5,10.923439937237488,12.100680583679386,54,52
P,R3X1,R2X1,R2X4,01,05,Duke,Arizona,30,27,4,7,143,West,West,B,577,511,56.0,49.0,110.0,107.0,81.058823529411768,76.529411764705884,11.732160867287703,10.887757004780907,77,93
R,R1W5,W05,W12,05,12,UNLV,California,24,20,9,11,136,East,East,B,817,539,52.0,47.0,92.0,85.0,71.090909090909093,67.548387096774192,10.0795732123563,8.7209007735307349,61,64
E,R1Y1,Y01,Y16,01,16,Duke,Lamar,27,15,4,15,137,East,East,A,577,643,66.0,43.0,109.0,94.0,89.129032258064512,63.133333333333333,11.137677801292828,11.746583427627893,82,55
Q,R1W6,W06,W11,06,11,Cincinnati,Texas,24,20,10,13,137,East,East,A,549,793,44.0,56.0,101.0,100.0,68.5,73.060606060606062,13.658115450056014,9.816311082532696,65,59
K,R1Y4,Y04,Y13,04,13,Boston College,Pacific,25,22,7,7,136,Minneapolis,Minneapolis,A,527,727,58.0,60.0,92.0,99.0,74.53125,73.724137931034477,10.127266335862803,10.421782730959222,88,76
L,R2Y1,R1Y1,R1Y8,01,09,Florida,Purdue,29,21,5,11,139,Midwest,Midwest,A,592,738,56.0,52.0,101.0,102.0,79.32352941176471,69.90625,10.104514390739634,11.734988748929418,74,67
A,R2Z3,R1Z3,R1Z6,03,06,Arizona,Iowa,24,22,6,8,139,West,West,A,511,628,66.0,56.0,108.0,110.0,81.200000000000003,79.799999999999997,9.7036075765665633,14.187788176221597,87,73
M,R1Z4,Z04,Z13,04,13,Connecticut,San Diego,24,20,8,13,137,West,West,B,559,753,60.0,46.0,105.0,86.0,77.71875,65.0,10.929416655865033,10.38063465100163,69,70
R,R2X3,R1X3,R1X6,03,11,Florida,Minnesota,26,20,7,12,139,South,South,A,592,673,57.0,44.0,84.0,88.0,71.63636363636364,68.4375,8.6368420920099069,13.069376180598674,78,64
E,R2Y1,R1Y1,R1Y8,01,08,Duke,Kansas,27,22,4,9,139,East,East,A,577,636,66.0,53.0,109.0,111.0,89.129032258064512,78.548387096774192,11.137677801292828,15.526956184851075,69,64
R,Z13,Z13a,Z13b,13,13,Boise St,La Salle,19,21,10,9,135,West,West,B,526,641,50.0,54.0,89.0,100.0,71.068965517241381,72.433333333333337,9.7871521499212175,11.397904290799348,71,80
J,R4X1,R3X1,R3X2,01,03,Illinois,Arizona,32,27,1,6,145,Chicago,Chicago,A,623,511,54.0,48.0,105.0,105.0,77.424242424242422,79.666666666666671,11.444279510610883,13.537079642689751,90,89
F,R1W7,W07,W10,07,10,Iowa,Creighton,22,24,11,7,136,East,East,A,628,562,54.0,52.0,99.0,96.0,74.090909090909093,73.193548387096769,10.013214409464991,10.014245836158285,69,56
P,R3Y2,R2Y2,R2Y3,02,03,Florida,BYU,26,29,7,4,143,Southeast,Southeast,A,592,536,45.0,54.0,105.0,109.0,71.545454545454547,81.272727272727266,12.723376026851566,11.309081165347065,83,74
O,R2X2,R1X2,R1X7,02,10,Villanova,St Mary's CA,24,25,7,5,138,South,South,B,829,781,65.0,49.0,103.0,101.0,82.548387096774192,78.799999999999997,10.551987153252897,10.983017193224576,68,75
P,R1W4,W04,W13,04,13,Kentucky,Princeton,25,24,8,6,136,East,East,A,640,736,64.0,57.0,91.0,86.0,76.424242424242422,69.5,7.9849491109753998,7.7276559619762235,59,57
Q,R1X5,X05,X12,05,12,Temple,South Florida,24,19,7,13,137,Midwest,Midwest,B,789,771,64.0,40.0,90.0,83.0,76.032258064516128,58.8125,6.2086509415530733,11.846511881140373,44,58
N,R1W5,W05,W12,05,12,Florida St,Wisconsin,25,19,9,12,137,East,East,B,595,849,48.0,46.0,82.0,88.0,68.617647058823536,64.387096774193552,8.2818536781339436,9.5162930549013574,59,61
A,R1Z3,Z03,Z14,03,14,Arizona,Valparaiso,24,19,6,10,137,West,West,A,511,826,66.0,53.0,108.0,118.0,81.200000000000003,79.34482758620689,9.7036075765665633,14.057212805774309,90,51
G,R1Y8,Y08,Y09,08,09,Notre Dame,Charlotte,20,18,10,11,136,South,South,A,717,546,51.0,52.0,116.0,100.0,78.13333333333334,73.862068965517238,13.681455413157702,14.433495855680057,82,63
J,R2X3,R1X3,R1X6,03,11,Arizona,UAB,27,21,6,10,138,Chicago,Chicago,A,511,805,48.0,59.0,105.0,107.0,79.666666666666671,77.806451612903231,13.537079642689751,11.125151263455047,85,63
O,R3Y2,R2Y2,R2Y3,02,06,Ohio St,Tennessee,27,25,7,8,144,Midwest,Midwest,B,720,790,43.0,45.0,111.0,124.0,74.235294117647058,73.63636363636364,13.68137167084674,15.099303981185802,73,76
E,R1X8,X08,X09,08,09,Wisconsin,Fresno St,18,24,13,9,136,West,West,A,849,597,44.0,59.0,86.0,105.0,59.967741935483872,83.121212121212125,10.544785811213542,12.47241216435012,66,56
I,R3W1,R2W1,R2W4,01,05,Duke,Illinois,27,24,5,6,144,Atlanta,Atlanta,A,577,623,56.0,51.0,99.0,94.0,79.75,72.533333333333331,9.7275382291718593,11.893228699091301,72,62
H,R2W2,R1W2,R1W7,02,10,Wake Forest,Auburn,24,19,5,11,139,East,East,B,839,518,55.0,45.0,104.0,100.0,78.41379310344827,70.099999999999994,11.769385304252403,14.171214956147313,62,68
F,R3Z1,R2Z1,R2Z4,01,12,Michigan St,Gonzaga,24,23,4,6,144,South,South,A,671,607,46.0,61.0,103.0,105.0,78.428571428571431,82.551724137931032,15.367936406289395,10.506438770965072,77,62
M,R3W2,R2W2,R2W3,02,03,Tennessee,Louisville,28,24,4,8,143,East,East,B,790,651,47.0,47.0,109.0,104.0,82.40625,71.9375,12.22410368646716,12.214073593605043,60,79
J,R6CH,R5WX,R5YZ,01,01,Illinois,North Carolina,32,27,1,4,154,Chicago,Syracuse,B,623,708,54.0,66.0,105.0,110.0,77.424242424242422,88.774193548387103,11.444279510610883,12.023390315223759,70,75
K,R1X5,X05,X12,05,12,Pittsburgh,Kent,24,24,7,8,137,Oakland,Oakland,A,731,639,50.0,44.0,100.0,111.0,72.451612903225808,72.0625,11.647618362891853,13.086103077310678,79,64
E,R1W2,W02,W15,02,15,Iowa St,Central Conn,27,25,4,5,136,Midwest,Midwest,A,629,544,44.0,54.0,106.0,99.0,77.41935483870968,73.466666666666669,11.315915692990279,11.718172022783911,88,78
D,R3Z1,R2Z1,R2Z4,01,05,Connecticut,Iowa,28,18,2,9,143,West,West,A,559,628,42.0,52.0,111.0,87.0,77.533333333333331,73.703703703703709,15.734745699318506,9.5754888273434311,78,68
G,R2X3,R1X3,R1X6,03,06,Mississippi St,Texas,26,20,7,11,139,Midwest,Midwest,B,675,793,48.0,51.0,104.0,104.0,74.181818181818187,79.0,13.081225374569293,12.310499059614692,64,68
L,R4Y1,R3Y1,R3Y2,01,03,Florida,Oregon,29,26,5,7,146,Midwest,Midwest,A,592,725,56.0,55.0,101.0,116.0,79.32352941176471,76.393939393939391,10.104514390739634,12.991697567804472,85,77
I,R2Z4,R1Z4,R1Z5,04,12,Kansas,Pacific,20,23,8,7,139,StLouis,StLouis,A,636,727,55.0,51.0,96.0,92.0,74.857142857142861,69.166666666666671,11.057364338867059,9.8829257926093028,78,63
A,R2X1,R1X1,R1X8,01,09,Kentucky,Virginia Tech,28,22,2,5,138,Midwest,Midwest,A,640,831,61.0,41.0,129.0,99.0,91.900000000000006,70.925925925925924,15.159925241680227,12.430327089424019,84,60
M,R3X2,R2X2,R2X3,10,03,Davidson,Wisconsin,25,29,6,4,144,Midwest,Midwest,A,568,849,59.0,51.0,98.0,88.0,77.322580645161295,67.333333333333329,10.033450815933392,8.2007636993468616,73,56
H,R3Z1,R2Z1,R2Z4,01,05,Arizona,Notre Dame,25,22,3,9,143,West,West,A,511,717,65.0,55.0,107.0,102.0,85.214285714285708,80.096774193548384,10.192283996299578,12.614264426177517,88,71
Q,R1Y1,Y01,Y16,01,16,Kentucky,W Kentucky,32,15,2,18,136,South,South,A,640,835,57.0,45.0,108.0,79.0,76.67647058823529,65.060606060606062,9.9638186284626666,7.7182954388372176,81,66
G,R3Z2,R2Z2,R2Z3,02,03,Oklahoma,Arizona,27,22,4,9,143,West,West,A,721,511,55.0,60.0,109.0,99.0,78.225806451612897,82.967741935483872,14.136910456420864,10.22799406741518,88,67
D,R1X8,X08,X09,08,09,Villanova,Mississippi,20,18,10,12,137,Midwest,Midwest,B,829,674,52.0,52.0,93.0,111.0,75.433333333333337,76.700000000000003,10.950443928089044,13.631214179228495,70,72
J,R1W6,W06,W11,06,11,Texas Tech,UCLA,20,18,10,10,136,Albuquerque,Albuquerque,A,796,810,53.0,51.0,119.0,95.0,77.533333333333331,74.0,15.217825804700954,10.131281120512703,78,66
N,R1X4,X04,X13,04,13,Gonzaga,Akron,25,22,5,12,136,South,South,A,607,503,50.0,46.0,95.0,93.0,78.799999999999997,66.411764705882348,11.496086290559932,10.740570822432833,77,64
G,R1X7,X07,X10,07,10,Wake Forest,Pepperdine,20,21,12,8,136,Midwest,Midwest,A,839,730,60.0,51.0,115.0,109.0,81.84375,80.931034482758619,13.802421379508017,11.999801821589873,83,74
O,R1W6,W06,W11,06,11,Marquette,Washington,22,24,11,9,136,East,East,B,660,840,50.0,51.0,102.0,123.0,72.939393939393938,79.787878787878782,12.552771983955392,15.04691164478325,78,80
E,R1X1,X01,X16,01,16,Arizona,Jackson St,26,16,6,15,136,West,West,A,511,632,60.0,41.0,99.0,91.0,77.15625,67.225806451612897,9.7951179644504531,10.941809950588482,71,47
P,R6CH,R5WX,R5YZ,03,08,Connecticut,Butler,26,22,9,9,154,West,Southeast,A,559,535,56.0,49.0,97.0,91.0,73.400000000000006,72.483870967741936,9.8247500876976126,10.095898137816029,53,41
K,R5WX,R4W1,R4X1,04,02,LSU,UCLA,22,27,8,6,152,Atlanta,Oakland,B,655,810,50.0,50.0,104.0,86.0,74.766666666666666,68.575757575757578,11.881872280448436,9.2573649730504197,45,59
E,R2W2,R1W2,R1W7,02,07,Iowa St,Auburn,27,22,4,9,138,Midwest,Midwest,A,629,518,44.0,51.0,106.0,100.0,77.41935483870968,70.451612903225808,11.315915692990279,12.061238126348334,79,60
B,R4X1,R3X1,R3X2,04,10,Arizona,Providence,19,20,9,11,146,Southeast,Southeast,A,511,737,62.0,56.0,118.0,100.0,85.107142857142861,74.677419354838705,13.294304058812678,9.5356279180703911,96,92
F,R1W8,W08,W09,08,09,Georgia,Missouri,16,19,14,12,136,East,East,B,604,676,56.0,59.0,102.0,112.0,72.966666666666669,75.548387096774192,10.992371091908343,12.697062677026905,68,70
A,R3W2,R2W2,R2W3,02,03,Georgetown,Texas Tech,24,28,7,1,143,East,East,A,603,796,56.0,62.0,113.0,101.0,81.838709677419359,81.827586206896555,13.137232914797861,9.878813852842864,98,90
N,R2W1,R1W1,R1W8,01,08,Pittsburgh,Oklahoma St,27,22,4,11,139,East,East,A,731,722,56.0,59.0,93.0,122.0,77.709677419354833,81.121212121212125,10.716865057941863,12.482126799542337,84,76
E,R1Z8,Z08,Z09,08,09,North Carolina,Missouri,18,18,13,12,137,South,South,A,708,676,52.0,46.0,102.0,100.0,76.741935483870961,74.400000000000006,10.025669447314,13.16459899376607,84,70
B,R1X8,X08,X09,08,09,Purdue,Rhode Island,17,20,11,9,136,Southeast,Southeast,A,738,741,52.0,56.0,94.0,115.0,72.071428571428569,80.827586206896555,10.215284666436199,13.434564185832679,83,76
H,R2Z1,R1Z1,R1Z8,01,09,Arizona,Gonzaga,25,23,3,8,138,West,West,A,511,607,65.0,56.0,107.0,110.0,85.214285714285708,77.064516129032256,10.192283996299578,11.253488301829671,96,95
P,R1Y2,Y02,Y15,02,15,Florida,Santa Barbara,26,16,7,13,136,Southeast,Southeast,A,592,757,45.0,49.0,105.0,93.0,71.545454545454547,67.862068965517238,12.723376026851566,10.2645158373181,79,51
R,R1Y5,Y05,Y12,05,12,Oklahoma St,Oregon,24,26,8,8,136,Midwest,Midwest,B,722,725,54.0,46.0,91.0,95.0,72.375,71.735294117647058,8.8591407596899607,12.405664796017255,55,68
I,R1X3,X03,X14,03,14,NC State,ULL,20,18,9,8,137,Phoenix,Phoenix,A,695,811,55.0,45.0,92.0,110.0,73.34482758620689,76.269230769230774,9.9456310355055617,13.198361472627205,61,52
C,R1Y7,Y07,Y10,07,10,St John's,Detroit,21,22,9,5,137,Midwest,Midwest,B,778,574,58.0,53.0,91.0,94.0,72.533333333333331,73.259259259259252,9.2041053642141417,10.163815966794102,64,66
C,R2W1,R1W1,R1W8,01,08,North Carolina,Charlotte,30,19,3,10,138,East,East,A,708,546,50.0,57.0,109.0,105.0,82.575757575757578,73.206896551724142,12.744649032889585,10.729846579051731,93,83
D,R2Z3,R1Z3,R1Z6,14,06,Weber St,Florida,21,20,7,8,138,West,West,B,842,592,53.0,56.0,101.0,119.0,79.535714285714292,80.678571428571431,11.687851271595598,15.482832823643676,74,82
N,R1X3,X03,X14,03,14,Syracuse,SF Austin,25,20,9,7,137,South,South,A,786,765,49.0,43.0,127.0,112.0,80.970588235294116,64.222222222222229,14.207465506717496,14.361299160599883,59,44
B,R1Z8,Z08,Z09,08,09,Iowa,Virginia,20,18,9,12,136,West,West,A,628,830,48.0,52.0,93.0,106.0,72.58620689655173,67.966666666666669,11.740050053877056,13.026852608703644,73,60
D,R1W1,W01,W16,01,16,Duke,Florida A&M,32,12,1,18,137,East,East,A,577,593,71.0,47.0,120.0,98.0,93.333333333333329,73.13333333333334,12.199519778593041,11.026432887485518,99,58
B,R1X1,X01,X16,01,16,Kansas,Jackson St,31,13,1,15,136,Southeast,Southeast,A,636,632,62.0,45.0,134.0,92.0,85.40625,71.321428571428569,14.424067073384677,11.535824855728386,78,64
F,R1Y2,Y02,Y15,02,15,Arizona,E Illinois,22,19,7,9,137,Midwest,Midwest,A,511,579,65.0,68.0,105.0,102.0,81.034482758620683,82.678571428571431,10.974838805259369,9.5657632487226163,101,76
H,R2W4,R1W4,R1W5,04,12,Louisville,Butler,24,24,6,5,139,East,East,B,651,535,58.0,52.0,104.0,81.0,81.833333333333329,68.58620689655173,10.724064320748713,7.6632451997620805,71,79
B,R1Z2,Z02,Z15,02,15,Utah,Navy,25,18,3,8,137,West,West,A,821,692,56.0,52.0,94.0,109.0,74.285714285714292,72.07692307692308,10.137825713834385,12.222057855568025,75,61
G,R2Y2,R1Y2,R1Y7,02,10,Alabama,Kent,26,26,7,5,138,South,South,B,504,639,52.0,56.0,109.0,116.0,76.181818181818187,75.967741935483872,15.256304301390921,11.56045503895051,58,71
I,R1Z5,Z05,Z12,05,12,Providence,Pacific,20,23,8,7,137,StLouis,StLouis,B,737,727,46.0,51.0,103.0,92.0,71.5,69.166666666666671,12.971121771072847,9.8829257926093028,58,66
D,R1W2,W02,W15,02,15,Miami FL,Lafayette,22,20,6,7,137,East,East,A,668,642,54.0,46.0,103.0,93.0,72.857142857142861,71.925925925925924,10.449587434488524,10.205031169952312,75,54
I,R1X1,X01,X16,01,16,Stanford,UT San Antonio,29,16,1,12,136,Phoenix,Phoenix,A,783,820,60.0,47.0,100.0,106.0,73.933333333333337,72.428571428571431,8.9960485152587335,14.281427928378497,71,45
H,R2Z3,R1Z3,R1Z6,03,11,Duke,C Michigan,24,23,6,6,138,West,West,A,577,537,65.0,51.0,104.0,106.0,81.966666666666669,79.34482758620689,9.250165163690621,12.874127655934906,86,60
G,R1X6,X06,X11,06,11,Texas,Boston College,20,20,11,11,137,Midwest,Midwest,A,793,527,51.0,43.0,104.0,96.0,79.0,74.096774193548384,12.310499059614692,11.425367471212351,70,57
C,R3Z1,R2Z1,R2Z4,01,05,Duke,Syracuse,28,24,3,8,144,South,South,A,577,786,63.0,54.0,126.0,85.0,84.967741935483872,71.71875,15.619433451721529,8.5558254094797892,80,67
E,R2W3,R1W3,R1W6,03,06,Maryland,UCLA,24,19,9,11,138,Midwest,Midwest,B,662,810,58.0,43.0,104.0,105.0,76.939393939393938,75.533333333333331,10.921037229958751,14.623573054793717,70,105
A,R2X3,R1X3,R1X6,03,06,Villanova,Louisville,25,19,6,11,139,Midwest,Midwest,B,829,651,56.0,54.0,94.0,119.0,75.354838709677423,76.766666666666666,8.8081647866890691,13.96348412427532,64,68
G,R2Z2,R1Z2,R1Z7,02,07,Oklahoma,Xavier,27,25,4,5,139,West,West,A,721,853,55.0,55.0,109.0,108.0,78.225806451612897,72.733333333333334,14.136910456420864,11.322347616795534,78,65
A,R1W4,W04,W13,04,13,Marquette,Monmouth NJ,22,20,7,9,136,East,East,A,660,679,46.0,46.0,103.0,86.0,73.620689655172413,69.689655172413794,12.914610259123791,10.586600015165111,68,44
I,R1X4,X04,X13,04,13,Maryland,UTEP,19,22,11,7,136,Phoenix,Phoenix,A,662,824,60.0,45.0,96.0,105.0,77.36666666666666,75.482758620689651,9.7859877148684156,14.214176240046951,86,83
R,R1Y4,Y04,Y13,04,13,St Louis,New Mexico St,27,23,6,10,136,Midwest,Midwest,A,780,702,54.0,47.0,90.0,86.0,68.696969696969703,68.0,7.6613348329990218,10.257295999049711,64,44
O,R3X1,R2X1,R2X4,01,04,Duke,Purdue,29,27,5,5,144,South,South,A,577,738,57.0,42.0,114.0,101.0,77.970588235294116,71.09375,13.954727839185683,12.073626668797575,70,57
L,R1Y1,Y01,Y16,01,16,Florida,Jackson St,29,20,5,13,137,Midwest,Midwest,A,592,632,56.0,54.0,101.0,100.0,79.32352941176471,71.030303030303031,10.104514390739634,9.8764637533789887,112,69
N,R4W1,R3W1,R3W2,01,03,Pittsburgh,Villanova,27,26,4,7,145,East,East,B,731,829,56.0,54.0,93.0,107.0,77.709677419354833,76.545454545454547,10.716865057941863,13.724763969027288,76,78
R,R1W7,W07,W10,07,10,Illinois,Colorado,21,21,12,11,137,East,East,A,623,556,51.0,46.0,94.0,98.0,68.63636363636364,68.15625,10.628201996854896,12.364539455131355,57,49
C,R1Y2,Y02,Y15,02,15,Purdue,Delaware,26,18,7,9,137,Midwest,Midwest,A,738,570,57.0,55.0,119.0,95.0,84.242424242424249,72.81481481481481,14.858994425437071,10.209062920094439,95,56
M,R1X3,X03,X14,03,14,Wisconsin,CS Fullerton,29,23,4,8,136,Midwest,Midwest,A,849,564,51.0,59.0,88.0,103.0,67.333333333333329,82.483870967741936,8.2007636993468616,9.70158273665972,71,56
